lab;filter_name;shelf;name;weight;unit;producer;quantity;code;sds
1.12;A;3;ALUMINIUM TRI-SEC BUTYLATE FOR SYNTHESIS;250;g;SIGMA-ALDRICH;1;8.20054;https://www.sigmaaldrich.com/IT/en/sds/mm/8.20054
1.12;A;3;AMMONIUM ACETATE;250;g;Fluka;1;09690;https://www.sigmaaldrich.com/IT/en/sds/mm/1.01116
1.12;A;3;AMMONIUM CHLORIDE;500;g;SIGMA-ALDRICH;1;A9434-500G;https://www.sigmaaldrich.com/IT/en/sds/sigma/a9434
1.12;A;3;AMMONIUM MOLYBDATE TETRAHYDRATE;100;g;SIGMA-ALDRICH;2;09878-100G;https://www.sigmaaldrich.com/IT/en/sds/sigma/09878
1.12;A;3;AMMONIUM NITRATE 98+% ACS REAGENT;500;g;SIGMA ALDRICH;2;221244-500g;https://www.sigmaaldrich.com/IT/en/sds/sigald/221244
1.12;B;3;BARIUM CHLORIDE DIHYDRATE;500;g;SIGMA ALDRICH;1;217565-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/217565
1.12;B;3;BARIUM CHLORIDE DIHYDRATE;500;g;VWR;2;21716.266;https://it.vwr.com/assetsvc/asset/en_GB/id/7670093/contents
1.12;B;3;BARIUM CHLORIDE;100;g;SIGMA-ALDRICH;1;202738;https://www.sigmaaldrich.com/IT/en/sds/aldrich/202738
1.12;B;3;BARIUM HYDROXIDE, ANHYDROUS;100;g;Alfa Aesar;1;12195;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=12195
1.12;B;3;BARIUM NITRATE, 99+%;500;g;Alfa Aesar;1;217581-500G;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=12194
1.12;C;3;CALCIUM CARBONATE;1;kg;SIGMA-ALDRICH;1;C6763;https://www.sigmaaldrich.com/IT/en/sds/sigald/c6763
1.12;C;3;CALCIUM CHLORIDE DIHYDRATE;1;kg;MERCK;1;1.02382.1000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.02382
1.12;C;3;CALCIUM SULFATE;500;g;SIGMA-ALDRICH;1;237132-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/237132
1.12;C;3;COPPER (II) SULPHATE ANHYDROUS;500;g;SIGMA-ALDRICH;1;1.02791;https://www.sigmaaldrich.com/IT/en/sds/mm/1.02791
1.12;C;3;COPPER (II) SULPHATE PENTAHYDRATE;500;g;SIGMA-ALDRICH;1;61230-500G-F;https://www.sigmaaldrich.com/IT/en/sds/mm/1.02792
1.12;C;3;CUPRIC SULFATE ;250;g;SIGMA-ALDRICH;1;C2857-250G;https://www.sigmaaldrich.com/IT/en/sds/sial/c2857
1.12;E;3;EDTA FERRIC MONOSODIUM SALT TRIHYDRATE;250;g;VWR;1;280233V;https://it.vwr.com/assetsvc/asset/en_GB/id/7667473/contents
1.12;I;3;IRON (II) SULFATE HEPTAHYDRATE;250;g;SIGMA-ALDRICH;1;F7002;https://www.sigmaaldrich.com/IT/en/sds/mm/1.03965
1.12;I;3;IRON (II) SULFATE HEPTAHYDRATE;500;g;J.T. BAKER;1;0126;https://it.vwr.com/assetsvc/asset/en_GB/id/38889995/contents
1.12;I;3;IRON (III) CHLORIDE HEXAHYDRATE;500;g;SIGMA-ALDRICH;1;236489-500G;https://www.sigmaaldrich.com/IT/en/sds/sigald/236489
1.12;I;3;IRON III CHLORIDE;500;g;Carlo Erba;1;236489;https://www.carloerbareagents.com/cerstorefront/medias/CH1173-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3wzNzIzNzl8YXBwbGljYXRpb24vcGRmfGFEWTFMMmhtTUM4eE5UUTBNRE0xTURJNE1UYzFPQzlEU0RFeE56TmZSVlV1Y0dSbXxmZDkzYzJkMDVkNjNmMGExOTExYjEwYTNmOTFlOGEyMTIyZDk0YTYyMWU3NGJkNTUzZTUxMmFiNmFhNDE4NTA1&attachment=true
1.12;I;3;IRON III NITRATE NONAHYDRATE;1;kg;Carlo Erba;1;451727;https://www.carloerbareagents.com/cerstorefront/cer-exp/Products-categories/Chemicals/Iron-%28III%29-nitrate-nonahydrate-RPE---For-analysis---ACS/p/095600AA02550
1.12;I;3;IRON POWDER;500;g;SIGMA-ALDRICH;1;12310;https://www.sigmaaldrich.com/IT/en/sds/aldrich/12310
